Date,ret
1973-02-21,
1973-02-22,0.019231409086396978
1973-02-23,0.028301326849240693
1973-02-26,-0.018348183367967064
1973-02-27,-0.0747663976035553
1973-02-28,0.07070722243518146
1973-03-01,0.014151158041124434
1973-03-02,0.009302139569248524
1973-03-05,-0.023041501376209972
1973-03-06,0.004717022703617069
1973-03-07,0.01877932843533281
1973-03-08,0.03225738148990542
1973-03-09,-0.017857311562542888
1973-03-12,0.03181909450714171
1973-03-13,-0.004405912736740403
1973-03-14,-0.008849640388454927
1973-03-15,0.008928655781271333
1973-03-16,0.013275472895698526
1973-03-19,-0.013101543707320307
1973-03-20,0.017699449495745867
1973-03-21,-0.021739161068882518
1973-03-22,-0.04000002372561062
1973-03-23,0.0
1973-03-26,-0.004629142129385921
1973-03-27,0.01860427913849705
1973-03-28,0.013698143578524613
1973-03-29,0.009009008235320692
1973-03-30,0.008928655781271333
1973-04-02,-0.01327353262908404
1973-04-03,-0.03139065937936658
1973-04-04,0.004629936513689037
1973-04-05,-0.03686685906428966
1973-04-06,0.05263124767043892
1973-04-09,0.0
1973-04-10,0.018181993077760472
1973-04-11,0.022322660804789285
1973-04-12,-0.0043681802859264485
1973-04-13,0.008772515894174937
1973-04-16,0.004347699586143783
1973-04-17,-0.008657097574581551
1973-04-18,-0.026201172568513842
1973-04-19,-0.03587448968495033
1973-04-23,-0.041861711933839585
1973-04-24,-0.04854296689358306
1973-04-25,-0.010203785847728408
1973-04-26,0.03092702758108179
1973-04-27,0.02000047853736109
1973-04-30,-0.00490191222333225
1973-05-01,0.04433528534300346
1973-05-02,0.0
1973-05-03,0.03301870927395156
1973-05-04,0.0
1973-05-07,0.022830558502152654
1973-05-08,0.0
1973-05-09,0.0
1973-05-10,0.0
1973-05-11,-0.00892857066863717
1973-05-14,-0.03153071296918286
1973-05-15,-0.027907660163536963
1973-05-16,-0.004784824735827975
1973-05-17,-0.009615842032837496
1973-05-18,-0.019416742518860497
1973-05-21,-0.01980178395759513
1973-05-22,0.010100330242360345
1973-05-23,0.01500052572381394
1973-05-24,0.02463020275160943
1973-05-25,0.048077010329963255
1973-05-29,-0.018348183367967064
1973-05-30,-0.046729210090525886
1973-05-31,-0.014705362842064251
1973-06-01,0.0
1973-06-04,-0.004976115839105177
1973-06-05,-0.02999924025044476
1973-06-06,-0.020618935614398315
1973-06-07,-0.010526713993916026
1973-06-08,-0.03723358998044901
1973-06-11,-0.011049403685065684
1973-06-12,0.07262516875114833
1973-06-13,0.0
1973-06-14,-0.04687464314758971
1973-06-15,-0.027323065895862197
1973-06-18,-0.005617817467738484
1973-06-19,0.016949420912468316
1973-06-20,-0.04444464215789545
1973-06-21,-0.0639529824835986
1973-06-22,-0.05590040708387756
1973-06-25,0.006578314446854749
1973-06-26,0.05882314092386487
1973-06-27,-0.012345327405379414
1973-06-28,0.01875029342576151
1973-06-29,0.049080079662215725
1973-07-02,0.011695562175236374
1973-07-03,0.005779297020072738
1973-07-05,0.0
1973-07-06,0.0
1973-07-09,0.0
1973-07-10,0.04597747496426918
1973-07-11,0.032967036420462614
1973-07-12,0.03191570814007383
1973-07-13,-0.020618935614398315
1973-07-16,0.005263306825310732
1973-07-17,0.0209421993341945
1973-07-18,0.0
1973-07-19,-0.05128194097699024
1973-07-20,-0.005405558038614977
1973-07-23,0.043478251859533135
1973-07-24,0.026042009038109493
1973-07-25,0.015227789234653288
1973-07-26,0.01500052572381394
1973-07-27,-0.01970489475667847
1973-07-30,0.010051209789604165
1973-07-31,0.004974598210089276
1973-08-01,-0.029702959083291125
1973-08-02,0.015305678771592612
1973-08-03,0.010051209789604165
1973-08-06,0.00994976553105964
1973-08-07,-0.01970489475667847
1973-08-08,-0.005024503135129033
1973-08-09,-0.010101196843300131
1973-08-10,-0.010203785847728408
1973-08-13,-0.0257734238321915
1973-08-14,-0.0105814005333017
1973-08-15,0.0053464153987365926
1973-08-16,0.005319707235083682
1973-08-17,-0.0105814005333017
1973-08-20,-0.016043630175274548
1973-08-21,-0.0054344188286531425
1973-08-22,-0.0546448816133136
1973-08-23,0.01734141757531371
1973-08-24,0.0
1973-08-27,0.005681000819804272
1973-08-28,-0.005648909361092858
1973-08-29,0.05681759095407535
1973-08-30,0.032257952095442466
1973-08-31,-0.01562474865178054
1973-09-04,0.026455266631683516
1973-09-05,-0.0257734238321915
1973-09-06,-0.03174591646123637
1973-09-07,0.010928747123287286
1973-09-10,0.02162171687811365
1973-09-11,-0.021164112431150794
1973-09-12,-0.037838287938689485
1973-09-13,-0.04494350371440026
1973-09-14,0.017647335236341988
1973-09-17,-0.011560357297693225
1973-09-18,0.011695562175236374
1973-09-19,0.06358350798766699
1973-09-20,0.05434833290125729
1973-09-21,0.0
1973-09-24,0.041236790211248486
1973-09-25,0.024752890623090273
1973-09-26,0.019323195857156028
1973-09-27,-0.02843546782539863
1973-09-28,0.014633342903141111
1973-10-01,-0.019230492488803486
1973-10-02,0.004902472965231164
1973-10-03,-0.009756553946606461
1973-10-04,-0.03940903817449448
1973-10-05,0.010256701060662232
1973-10-08,0.030456739802598554
1973-10-09,-0.01477883542288494
1973-10-10,-0.019999525275685714
1973-10-11,0.020407668967009185
1973-10-12,0.0
1973-10-15,-0.04999962346163822
1973-10-16,0.0
1973-10-17,0.0
1973-10-18,-0.005263005795427267
1973-10-19,-0.005291557697316485
1973-10-22,-0.03191489685353677
1973-10-23,-0.03296609363418135
1973-10-24,-0.06818262569609701
1973-10-25,-0.012195238202632241
1973-10-26,-0.006172075269543553
1973-10-29,0.0248448227331306
