NVDA,AMD,TSM,ASML,MU,AMAT,GOOG,AAPL,META,TSLA,DUK,GLD,X,PG,TLT,CVS,VGIT,GOVT
-0.030318343167871076,-0.011278184369081234,-0.017478893107861437,-0.029578844143665073,-0.02693913146953053,-0.03766560927960905,-0.023177086263802993,9.42626612971953e-5,-0.013473313062683845,0.005664237314159992,0.01641758582678654,0.011398960794795965,-0.030374629166806777,-0.004555439399019701,0.018017245731261955,7.430685523048819e-4,0.00324196945377353,0.004737631949180976
-0.002605362021493196,-0.01901147853960916,0.014512739382128936,0.005659125219691141,-0.02342564997528762,0.009462204422052034,-0.0017131998477832866,0.014022259814717275,0,-0.0015619306272326439,0.003206635499680033,-0.005891414149803764,0.002440893942973421,0.005245725858631811,-0.001975314376391646,0.018041073203940883,0.0010774253548739843,0
0.03761726408599264,0.011627896231359847,0.006460788795121575,0.02093009831486392,0.04890942312554025,0.03195525751242534,0.003153032667491118,0.038422301751742216,0.02665796175837265,-0.0015643062581812694,0.0040250585224803626,-0.004208518959763041,0.021915475951806096,0.011435511891451089,-0.013242806296196563,0.021265225369402563,-0.0023060501338186823,-0.002358223244009694
0.004028222940929194,0.007662919597304585,-0.027968994875224862,-0.012764925314109998,-0.0041576858650688164,8.262682795163734e-4,-0.012950581109665738,0.0010724538748221324,-0.005628095298397917,-0.018801629106854012,0.0014152413935730745,0.011385196369056105,-0.024225013699232134,-0.009330201815809458,0.010951917492158625,-5.100083780675835e-4,0.0036981657058188233,0.0027571262683758757
-0.0125375208501054,0,-0.019339694564977084,0.013321678384885738,-0.055771045249782714,-0.023927674385274322,-0.007295906754654857,-0.024640471600005043,-0.013120632344086114,-0.021532914950603166,9.417141650254202e-4,0.011086435260788896,-0.04843360591712187,-0.003657057668705388,0.005722273542823508,-0.007353119562297117,0.002456454455861623,0.0027494567008259363
-0.0015236728251675213,0.011406832731696515,0.012506287588912146,0,-0.025900139482549656,-0.013946993767511184,0.007369820696981666,0.008878550252663153,-0.0035194039553883005,0.010088497728839352,0.005410933515902272,-0.003373767752371193,-0.020530288227686766,0.00422625080175143,0,4.1166120634739123e-4,0.001530654203264037,0
0.00406920155985846,-0.011278184369081234,4.7472886570365525e-4,-0.003286636087298289,-0.025616159033961416,-0.013287769491575507,0.009452249584462447,-0.003810771261151036,-0.0022235213458049463,-0.05659733676235856,0.002574318695767408,-0.0016080097792615655,-0.02139718627879339,-0.003433064097909111,0.0075865546875546475,9.253287636596941e-4,0.0024468314890153664,0.003133885916784429
-0.007092274410208321,-0.04182514400300241,0.0868947953814665,-0.011153126490101029,-0.02495846476320951,0.013466712057200958,0.001836736784754045,-0.0271402780174248,-0.029234383301350197,-0.004255528597720826,0.01248668926375962,0.025175902263039784,-0.03569859973124334,-0.0014444990953014214,0.015735632399412003,-0.0016437424938019474,0.00671179814893752,0.005857006241839935
0.01836771665164405,-0.051587252780272874,-0.012669444979838684,0.010592259192153675,-0.010580132710066747,0.006000451078336022,0.012535108798257477,-0.0077698126502594445,0.015259894251256734,0.006254228739435819,0.006800472614349351,0.013064281211881523,0.018510036180400702,0.015468474235695195,-0.012749113356144814,0.016157231688199047,-0.005303378434207917,-0.005822901471575381
0.0030057500737847853,-0.06276154342405171,0.021681516279140833,0.007472980338568247,0.02345627848038978,0.006817148554923325,-0.002322451335211695,0.025757158333911567,0.014099555766167393,-0.005904610882275119,0.003892088174364927,0.013712049879254229,-0.019536125235588342,-6.574439188954395e-4,0.013289058848854785,-2.0336291369349446e-4,3.049357028133137e-4,0.0019523942165733388
0.013985977124815197,0.0937500166307601,0.0051971272333219964,0.026779605327751588,0.02763742455745999,0.02920029239899513,0.021976735173005357,0.007634339001689083,0.006558176301339369,0.024175518017267583,0.011289827577400935,2.4159749942587183e-4,0.02224204905217686,0.002032221598454731,-0.011559573955904345,0.011487093236005608,-0.0022845597149466768,-0.0023383957934051125
0.017241410943890978,0.008163257362146403,0.021542556663159518,0.009475637975082218,0.0131189137716623,0.012335519023735309,0.03156118943204134,0.026015264855635545,0.011858330449246113,0.02569055090301542,-5.636346251216562e-4,0.008049585228834255,0.029465310134046296,0.009809223505238052,-0.0035977502330892808,0.007839838090704765,-0.0022892967048684376,-0.0015622609290762979
0.0029058576783260737,-0.008097158176053276,0.011809173040016274,-0.02128266848058069,0.001942559978293401,-0.020714985252758167,0.010404402830718418,0.005160109678275182,0.0023180369542978863,-0.0016366947705446222,0.0010156024714769174,-0.007985306821000182,-0.09379124535052397,-0.0168085999662958,0.0139178841291967,0.003390358698415419,0.0030598712015272866,0.004303580599208434
-0.004345827492457488,0.065306058897173,0.007086471421311469,0.019086591161694866,0.0022616643681785398,0.005392115034649869,-0.008778577363362738,0.0010620316974216948,-0.004240004384890472,0.026131476717216273,-0.0019165065622293032,-0.00998152990144685,0.036442942518220445,-0.0055505888934720415,-0.0030418072460033363,0.003875848912953783,-9.148648071916066e-4,-0.0011689623083573908
-0.0480116738156906,0.03448281846945678,0.0012416870652189882,-0.00922460306864592,-0.04416497757757332,-0.027640498878208297,-0.030978420694495856,-0.03501311340818114,-0.02219359512625174,-0.0027596300325537504,0.0019201866124727296,0.011464376669647391,-0.002812614472354147,-0.034494236993938054,0.0015630055017192834,-0.0018812578803651947,0.0012205836998309127,-3.903744290739697e-4
-0.016301804940720532,-0.025925900743168362,-0.010748218342916394,-0.0158940377497101,-0.01854971742127076,-0.008061167782849932,-0.016640036553365656,0.05653284637527012,0.006070256178531075,-0.03209052877530916,-0.00980665336568265,-0.007877840393190949,0.10860360184178974,-0.01549265140978251,0.016348221921076878,-0.012100542058601338,0.004726737306563589,0.004292094012009029
0.024339536560739727,-0.007604645807912647,-0.0267448995052062,0.014334709083809072,0.020962095974476513,0.010265457471195338,0.001294153654296526,0.03113348592978782,0.023084928989774545,0.02924214605280495,0.0171885101581013,-0.021552390797103027,-0.021628620021082567,0.0061061504978832115,-0.0065803098682361005,0.0051201133603857585,-0.0022763054855164944,-7.766626306537905e-4
-0.029322581600824238,-0.015325656498372697,-0.024903273748729804,-0.020727149060095873,-0.014809831908021986,-0.03302293418584923,0.046723843795705156,-0.014633910040670162,-0.026794803310904558,-0.007797333058198963,-0.02484308327747109,0.022275544587827323,0.05938465046093144,-0.016108234296202006,0.01773736787322444,-0.01947827193720031,0.005170534495860579,0.006608871427769669
0.021875369179953807,0.038910562509224755,0.010127598300747387,-0.008562465003356778,-0.028356713293771763,8.757192463924035e-4,-0.011299859226402309,0.012546797848465907,-0.012119720358149122,0.0360511389604945,-0.0016068248914181682,-0.008343449208254805,-0.01022915810935665,0.009847386277353154,-0.0037751885803862795,0.009678501393332706,-6.81467799194202e-4,-0.002358195068137059
0.024974432590818774,0.033707832059029164,0.0091542794447248,0.008151082256403486,0.01793250999848195,0.02580918062039883,0.001438027743319692,1.6849097708848682e-4,0.005467465775071068,0.0351758385028933,-0.0025287846389824287,-0.01119094214735139,0.06242236960376202,0.00975031236438717,-0.02116673022622939,0.01029094898549121,-0.005457491134071901,-0.006202052074988584
0.0024861092427392872,0.03260866466677248,0.01857435892443915,-0.019732146086983482,0.0027633553446557713,0.0072495707944735255,-0.012243925396215771,0.007669621448205044,0.003050323029655022,8.701251992371262e-4,-0.009218618863681027,0.0043783458565487265,-0.05719849146129552,-0.0018612230469070568,0.0017091523288965682,0.003295719621391191,0.0012191022162844067,0.0019507427554024126
0.01636935360913716,0.16140352755775877,0.003393213742414858,0.012372098869708248,0.01584579103310757,0.014394420374922001,0.009220275610523299,0.007137723184738487,-2.6433777171441797e-4,0.011164535201251935,0.008606566383035474,0.0017272502164005221,-0.03301707799285747,0.010606976742304264,-0.010979063479243933,0.002986522491814192,-0.0012176178157067286,-0.0027246862706711283
-0.004392731712841047,-0.08459213783388864,-0.02366899661466304,-0.022405486325925317,-0.01966778330972796,0.011686348672841795,0.006482418184567296,-0.008420991972103109,-0.015077404711876019,-0.016426056915829212,-0.04162811543143796,-0.025864204796777424,-0.010242887634931419,-0.012571927122465576,-0.0177021003039608,-0.001489056565393665,-0.00823189757851317,-0.008196919831584104
-9.80063819779109e-4,0.003300326916726215,-0.018614888572331068,-0.021232184824144795,-0.019370453210998617,-0.030115655897482996,-0.0059698736942389585,0.006642460775885928,-4.028368998190146e-4,5.520394593698796e-4,-0.0049332944582298754,0.004467285755423989,0.06093335582505044,-0.006541193499371101,-0.0016040128162762013,-0.010435841774737997,-0.0013832996916437468,7.871997152761878e-4
0.027968784828027227,0,0.05249267386887313,0.034972176121439436,0.09664913721603097,0.032752020182748476,0.017259373510185805,0.019211383807480997,0.010075186471878217,-0.005471765552931496,0.017896312603616238,-0.0058739360493219595,-0.004887871366630492,0.003997358879554991,-0.007953470834289211,0.021293452095921372,-0.00138521586031648,-0.0027528987244529457
-0.0066828843350361655,0.009868411765203922,0.018021639904062692,0.012928625942814964,-0.0022516049421773543,-8.236044155073285e-4,-0.0018065673465912369,0.02343883849818651,0.01755560420221758,-0.016135698387415576,-0.018408798722179043,-0.011817350480741395,-4.0944278260557354e-4,0.0029276686989248013,0.0018501256213843131,0.008949594568947505,-6.16742823226768e-4,0
0.07159988328242717,0.016286629773138106,0.007410354064567359,0.005994815097748685,0.02965837216196543,-0.004946499809373894,0.01298581225024531,0.01265222620753459,-0.0036596622978541937,-0.046616588460223096,-0.009651472721333487,0.0023062837940568404,0.03357903496071146,0.00455399317080496,-0.003308570007068634,0.003996650751596276,0.002158934575084759,0.0011833502442684107
