Date,ret
1980-12-12,
1980-12-15,-0.05217045840703727
1980-12-16,-0.07339791202442847
1980-12-17,0.0247508230676996
1980-12-18,0.028992411007682684
1980-12-19,0.06102877134346518
1980-12-22,0.048669578719383155
1980-12-23,0.04219951957380186
1980-12-24,0.052627568374362665
1980-12-26,0.09230945499867338
1980-12-29,0.014083413180254745
1980-12-30,-0.024303769183570356
1980-12-31,-0.028468749663325355
1981-01-02,0.010988343890863561
1981-01-05,-0.021737135619373293
1981-01-06,-0.044448156311550524
1981-01-07,-0.04263286457505666
1981-01-08,-0.020241841164713725
1981-01-09,0.05371514189506277
1981-01-12,-0.007842429319360411
1981-01-13,-0.035571014472141504
1981-01-14,0.004098439690325861
1981-01-15,0.0204061545031462
1981-01-16,-0.007998923844565242
1981-01-19,0.06047971490769144
1981-01-20,-0.030416481723589683
1981-01-21,0.019606582102130066
1981-01-22,0.011537866809390618
1981-01-23,-0.00380210954821969
1981-01-26,-0.015265888781123782
1981-01-27,-0.007751375062274191
1981-01-28,-0.031248186020700897
1981-01-29,-0.03628812191647124
1981-01-30,-0.05439724161632331
1981-02-02,-0.0575184886515292
1981-02-03,0.037556523086629046
1981-02-04,0.03619630360305126
1981-02-05,0.0
1981-02-06,0.004366534466477834
1981-02-09,-0.05217045840703727
1981-02-10,0.0
1981-02-11,-0.03210778245440293
1981-02-12,-0.009486870123213254
1981-02-13,-0.023921983591908114
1981-02-17,0.024508270025319856
1981-02-18,0.0430683443149924
1981-02-19,-0.05963720710254505
1981-02-20,-0.053655350045750505
1981-02-23,0.015462987658555027
1981-02-24,-0.03553042247035276
1981-02-25,0.06315325795768656
1981-02-26,0.014850716505450112
1981-02-27,0.034152644974734914
1981-03-02,0.004716739025684813
1981-03-03,-0.014083219006636116
1981-03-04,-0.009531795414978173
1981-03-05,-0.004807645524531501
1981-03-06,-0.009660989129642639
1981-03-09,-0.07804432196686772
1981-03-10,-0.04762490121565388
1981-03-11,-0.03888698862671469
1981-03-12,0.040460370597991346
1981-03-13,-0.011110623097728922
1981-03-16,0.03933332886270913
1981-03-17,0.0486454829748757
1981-03-18,0.06185177229092753
1981-03-19,-0.009708385647810291
1981-03-20,0.009803562412432631
1981-03-23,0.038840932610331835
1981-03-24,-0.004672498674059944
1981-03-25,-0.01878650508565649
1981-03-26,-0.019137338557029482
1981-03-27,-0.03414429065081115
1981-03-30,0.0
1981-03-31,-0.010100619140947176
1981-04-01,-0.010203241344230896
1981-04-02,0.08763263279196343
1981-04-03,0.004738597833512159
1981-04-06,-0.018874789726365804
1981-04-07,-0.009614792028681651
1981-04-08,0.04854923428065261
1981-04-09,0.018517348326035243
1981-04-10,0.013635537273524845
1981-04-13,0.0
1981-04-14,0.0
1981-04-15,-0.0493244310952764
1981-04-16,-0.05660780432913781
1981-04-20,0.029997809905317308
1981-04-21,0.06796558568882505
1981-04-22,0.03636145894044662
1981-04-23,0.0263139465282336
1981-04-24,-0.008546548545068533
1981-04-27,-0.008620296254362447
1981-04-28,-0.017390127730833038
1981-04-29,-0.0132733266253805
1981-04-30,0.017935888774310182
1981-05-01,0.0
1981-05-04,-0.004405003331454327
1981-05-05,-0.0044244932389116975
1981-05-06,-0.026664707614998395
1981-05-07,0.013697714693584606
1981-05-08,0.00900802547204882
1981-05-11,-0.022319592656718457
1981-05-12,0.0
1981-05-13,-0.004566062882183863
1981-05-14,-0.013760387503888416
1981-05-15,0.023254069993295934
1981-05-18,0.018180375621083877
1981-05-19,-0.017855751354463045
1981-05-20,0.03181599152775072
1981-05-21,0.05727304520070531
1981-05-22,0.04583020144696759
1981-05-26,-0.003984079121939432
1981-05-27,0.05599710312685713
1981-05-28,0.0
1981-05-29,0.0037877072736520745
1981-06-01,0.0
1981-06-02,-0.04905393392010149
1981-06-03,0.0
1981-06-04,0.019840319120118632
1981-06-05,-0.015563471063576806
1981-06-08,-0.035571014472141504
1981-06-09,0.020490709579460198
1981-06-10,0.012047256950113328
1981-06-11,0.04364794693559859
1981-06-12,-0.011406262867631134
1981-06-15,-0.0038455120300997514
1981-06-16,-0.019304123146699936
1981-06-17,-0.01574735417438411
1981-06-18,-0.003999185133333416
1981-06-19,-0.028110659909057145
1981-06-22,-0.03719520324311143
1981-06-23,0.01716638044771912
1981-06-24,-0.02531489419754962
1981-06-25,0.02164357703416897
1981-06-26,-0.012711077958873829
1981-06-29,-0.03433268664927824
1981-06-30,-0.07555850079649906
1981-07-01,-0.009614792028681651
1981-07-02,0.0
1981-07-06,-0.033978887891143006
1981-07-07,0.010049608226623707
1981-07-08,0.0397986459691928
1981-07-09,-0.07655009917760891
1981-07-10,-0.07772454635748205
1981-07-13,0.022480825152820127
1981-07-14,0.04395313812144708
1981-07-15,0.026313462937636256
1981-07-16,0.02563997016712105
1981-07-17,0.03499722864796073
1981-07-20,-0.06762842820075166
1981-07-21,-0.005181540814628072
1981-07-22,-0.05729679253975162
1981-07-23,0.027632570178646176
1981-07-24,0.03225537932230105
1981-07-27,0.041664718243609844
1981-07-28,-0.03499800711763468
1981-07-29,-0.015542829771307831
1981-07-30,0.03683933977612752
1981-07-31,0.015227788074431592
1981-08-03,-0.009999702451591319
1981-08-04,0.015150186063806803
1981-08-05,0.029849027510087334
1981-08-06,-0.02415301604111464
1981-08-07,0.0
1981-08-10,0.0
1981-08-11,-0.029701261730261552
1981-08-12,-0.020407012259300084
1981-08-13,-0.031247480001971417
1981-08-14,-0.01612810819136168
1981-08-17,-0.03279490181220335
1981-08-18,-0.02259718755152551
1981-08-19,-0.011559963033397347
